time,location,food_<20_count,food_<20_price,clothes_<20_count,clothes_<20_price,hotel_<20_count,hotel_<20_price,transpotation_<20_count,transpotation_<20_price,entertainment_<20_count,entertainment_<20_price,mall_<20_count,mall_<20_price,other_<20_count,other_<20_price,food_20-25_count,food_20-25_price,clothes_20-25_count,clothes_20-25_price,hotel_20-25_count,hotel_20-25_price,transpotation_20-25_count,transpotation_20-25_price,entertainment_20-25_count,entertainment_20-25_price,mall_20-25_count,mall_20-25_price,other_20-25_count,other_20-25_price,food_25-30_count,food_25-30_price,clothes_25-30_count,clothes_25-30_price,hotel_25-30_count,hotel_25-30_price,transpotation_25-30_count,transpotation_25-30_price,entertainment_25-30_count,entertainment_25-30_price,mall_25-30_count,mall_25-30_price,other_25-30_count,other_25-30_price,food_30-35_count,food_30-35_price,clothes_30-35_count,clothes_30-35_price,hotel_30-35_count,hotel_30-35_price,transpotation_30-35_count,transpotation_30-35_price,entertainment_30-35_count,entertainment_30-35_price,mall_30-35_count,mall_30-35_price,other_30-35_count,other_30-35_price,food_35-40_count,food_35-40_price,clothes_35-40_count,clothes_35-40_price,hotel_35-40_count,hotel_35-40_price,transpotation_35-40_count,transpotation_35-40_price,entertainment_35-40_count,entertainment_35-40_price,mall_35-40_count,mall_35-40_price,other_35-40_count,other_35-40_price,food_40-45_count,food_40-45_price,clothes_40-45_count,clothes_40-45_price,hotel_40-45_count,hotel_40-45_price,transpotation_40-45_count,transpotation_40-45_price,entertainment_40-45_count,entertainment_40-45_price,mall_40-45_count,mall_40-45_price,other_40-45_count,other_40-45_price,food_45-50_count,food_45-50_price,clothes_45-50_count,clothes_45-50_price,hotel_45-50_count,hotel_45-50_price,transpotation_45-50_count,transpotation_45-50_price,entertainment_45-50_count,entertainment_45-50_price,mall_45-50_count,mall_45-50_price,other_45-50_count,other_45-50_price,food_50-55_count,food_50-55_price,clothes_50-55_count,clothes_50-55_price,hotel_50-55_count,hotel_50-55_price,transpotation_50-55_count,transpotation_50-55_price,entertainment_50-55_count,entertainment_50-55_price,mall_50-55_count,mall_50-55_price,other_50-55_count,other_50-55_price,food_55-60_count,food_55-60_price,clothes_55-60_count,clothes_55-60_price,hotel_55-60_count,hotel_55-60_price,transpotation_55-60_count,transpotation_55-60_price,entertainment_55-60_count,entertainment_55-60_price,mall_55-60_count,mall_55-60_price,other_55-60_count,other_55-60_price,food_60-65_count,food_60-65_price,clothes_60-65_count,clothes_60-65_price,hotel_60-65_count,hotel_60-65_price,transpotation_60-65_count,transpotation_60-65_price,entertainment_60-65_count,entertainment_60-65_price,mall_60-65_count,mall_60-65_price,other_60-65_count,other_60-65_price,food_65-70_count,food_65-70_price,clothes_65-70_count,clothes_65-70_price,hotel_65-70_count,hotel_65-70_price,transpotation_65-70_count,transpotation_65-70_price,entertainment_65-70_count,entertainment_65-70_price,mall_65-70_count,mall_65-70_price,other_65-70_count,other_65-70_price,food_70-75_count,food_70-75_price,clothes_70-75_count,clothes_70-75_price,hotel_70-75_count,hotel_70-75_price,transpotation_70-75_count,transpotation_70-75_price,entertainment_70-75_count,entertainment_70-75_price,mall_70-75_count,mall_70-75_price,other_70-75_count,other_70-75_price,food_75-80_count,food_75-80_price,clothes_75-80_count,clothes_75-80_price,hotel_75-80_count,hotel_75-80_price,transpotation_75-80_count,transpotation_75-80_price,entertainment_75-80_count,entertainment_75-80_price,mall_75-80_count,mall_75-80_price,other_75-80_count,other_75-80_price,food_>80_count,food_>80_price,clothes_>80_count,clothes_>80_price,hotel_>80_count,hotel_>80_price,transpotation_>80_count,transpotation_>80_price,entertainment_>80_count,entertainment_>80_price,mall_>80_count,mall_>80_price,other_>80_count,other_>80_price
104-05,台北市,7764,11281902,2695,5145178,1135,13436895,10050,9808707,6757,33039137,4321,9296640,16452,31763430,135911,132582221,46219,87308847,16996,54886381,182364,125939395,129705,392814475,88438,173285292,360144,843995997,467663,514292635,109876,240594012,57135,212487927,579521,437180271,325569,1091775406,273634,627409058,1343131,3694393513,880459,966526443,160157,384125414,101288,419280396,928528,764496182,427138,1788837018,465601,1085023776,2396952,8614685257,1154532,1188772500,159130,399105868,116768,502127141,941623,875439882,421759,2045091099,533075,1283260657,2858007,13357270448,1166318,1190880267,126931,349148238,108770,485669725,800866,800703317,355307,2096480461,447180,1177097530,2490522,14690473778,1108282,1182299848,112669,348885507,102095,468678933,713892,745880098,298992,2066626207,373126,1142345438,2128644,14878029226,897362,1018759719,86261,299548080,88968,430796061,586181,617902263,210218,1757355939,273798,940606839,1541331,13774991036,636734,771962553,57229,235286667,66185,361532074,417770,450327484,129728,1387554456,177389,662604069,954065,10971269967,437871,540000411,34710,145097923,46270,272508364,258389,272948262,80828,1049024295,115841,436087847,541095,9276869602,206070,260881999,14114,57505826,21950,125371148,97041,103102230,35485,541694144,51172,188920473,187619,3723528993,81376,102775943,4815,21089097,8247,38002259,29464,30678013,12901,229606723,19865,70791154,58797,1363732960,36588,47058989,1785,8743760,3781,17889094,9758,12358788,5038,87714061,9035,32482388,20192,667121383,27549,42158338,2737,13112702,3566,19096327,8124,10772836,7030,79876097,9345,28992845,34465,359304952
104-06,台北市,8195,11470283,3028,5619704,1179,9698425,10233,9858914,7766,48606944,4402,10312609,16306,31790894,129209,121396843,51916,93943574,16937,52757149,183209,128430587,152441,401663945,82217,156355715,352745,708873897,448612,452553138,118856,242240630,54988,199875393,580268,435624399,394162,1107757864,258648,549989565,1267403,2719739853,853415,858810795,167574,379191184,95303,382545126,933723,757752894,491718,1729096573,446970,961495318,2256118,5424352182,1135396,1095817183,162864,377813224,111663,471800482,954646,884962453,468205,2107002648,520745,1169834921,2756980,7906399509,1147148,1102175422,128719,336270692,103654,469528765,814829,818184273,388030,2432466793,440268,1101648993,2425557,8220695172,1100378,1105010695,114733,336714982,98544,459475708,730742,778144491,320463,2434583753,368296,1024523108,2089224,8374358493,899945,955250509,85976,283772131,86475,427187021,600049,635561805,219784,1914533491,266632,847698964,1518273,7146529912,641371,726673264,54997,207670808,64262,324877677,427556,454402941,130175,1311818532,171617,589081163,929780,5066148424,444903,503559685,32834,129130732,44815,253288878,265581,280806123,78263,926932703,112134,387601726,523389,3422654156,210450,248624133,13418,61611106,21553,125761492,99659,102829261,33948,463503498,50275,174902544,181593,1478289203,82833,99079197,4642,18579975,8078,37721870,30232,32100870,11811,190515582,18655,60427426,55280,508050574,37499,44638066,1673,7265610,3731,18038342,10080,11078599,4875,80449918,8926,28740999,18541,345945996,27509,38409009,2801,10902561,3330,17966410,8330,9796998,6850,75731380,8886,24391981,33948,250593251
104-07,台北市,8902,10978084,3449,6497999,1541,10950077,9266,9533526,9062,51159844,5254,11842227,16422,26486933,140474,133527278,50059,85071951,19458,59741910,179931,133835083,158653,418101476,86869,161058918,371152,703280415,485832,489854563,115300,226738008,60508,215485049,595715,476336094,405575,1085451224,269356,561650401,1332961,2572087310,911571,919008685,162990,358948090,103811,418419758,956489,812023640,506125,1694795239,459467,964575086,2335007,5037413485,1201244,1151758543,161692,363609071,121203,505008492,989942,928162441,491353,2104011987,533558,1152458726,2831241,7070017621,1205139,1152085218,132101,325019344,113407,503259416,844766,859388357,416310,2413262505,449632,1040534185,2479869,7150309800,1168266,1166723821,121349,340262822,109027,487898033,754276,804198744,348704,2514934621,377439,994497090,2147426,7111926355,965500,1024255453,91253,279777600,95169,461672833,612786,647882414,235472,1937503208,274544,804732089,1555992,6050084123,685392,764083631,57453,205821434,69844,367062109,433425,455518849,134939,1239537006,176585,568949267,950370,4318337207,476026,532332670,34388,128377196,47730,245894533,271938,280666893,78897,815704805,113259,353675541,537300,2795574246,227380,258968010,13944,51803776,22973,127049642,101364,104934298,33863,383490981,51774,158134662,189427,1158295913,88592,101086882,4430,15898962,8999,40471592,30752,30987679,11541,153241411,19304,58149050,57924,422720542,40193,46117334,1700,6915690,3903,17162925,10095,11277151,4833,68314020,9167,25515124,20019,166878941,29584,41085162,2756,10885269,3675,20854198,8619,11910411,7063,69113877,8815,24289337,35287,219261378
104-08,台北市,9644,13955440,3118,5517731,1587,12254013,9792,9457932,10361,47519358,5273,12347745,17555,33219700,154902,155714094,46124,80946834,20185,60269403,176536,130950106,168610,442911305,89484,173361963,373901,716208007,545893,581413573,106645,211722029,62417,221883687,582311,460141210,432514,1177170195,278922,606044504,1358097,2670612747,1013934,1076978483,148114,324079904,104815,395889619,932726,767135238,534012,1829130206,476687,1034707648,2352169,5053308897,1335905,1368864974,145062,328676072,123906,497531906,968556,868795762,510097,2198946570,548233,1197163522,2855940,7150331637,1339339,1363953961,116613,284709326,115338,484604540,822339,796799194,443879,2763592124,453533,1077204511,2486684,7452955154,1303794,1379874570,107128,298590925,110911,485767973,737536,753601218,398219,3396635850,379004,984059735,2162036,7694501803,1079119,1203914729,81158,267819314,94343,439457361,598984,612455449,274000,2677594796,273850,795958057,1567141,6562625537,769744,885931719,53082,185547622,68039,324198317,424496,428227820,147734,1499294567,175915,525610592,949049,4545408021,534752,611337441,31477,116112072,46931,224210082,264095,261835101,84385,919723253,112446,346747006,537821,2996151406,254670,302450291,12736,47788710,22352,105935653,100129,98497550,35858,444761446,50737,159421101,190318,1181039068,98310,113085277,4037,13957280,8351,38766323,29465,30106755,12370,170089726,18572,55348439,57240,416319310,44361,53486273,1432,5668128,3828,16678195,10013,10390474,4943,65052536,8930,25733742,19731,146944140,31682,44181503,2633,10801819,3599,20136245,8420,10262331,7505,83076975,8769,27713665,35176,234920928
104-09,台北市,8593,11854476,2827,5068223,1423,10352580,12352,10592601,9142,30615275,4600,10088963,18522,37357867,140571,135513653,43332,82456032,17269,50827769,180234,126757468,157872,433529901,80700,162780052,369636,740583215,484108,506220978,101644,222865794,51482,187971525,583423,450164207,398086,1200628206,247911,607548331,1332178,2781049901,903518,940113006,139739,342906214,84963,360547276,926039,743462152,500055,1870805825,429453,1088308481,2320295,5291010689,1197691,1194193614,135262,341432234,99086,423732464,950063,833674343,492371,2089272623,503161,1318295872,2847518,7642115869,1198158,1186335574,103487,301873159,94220,424890452,800854,744192326,422862,2145853163,419212,1150216475,2488448,8072200661,1157253,1203466019,94397,302337914,93692,432788701,730692,696223244,376334,2594741494,351874,1126763338,2164978,8636165846,951727,1035639743,74251,279889861,82602,393053720,599918,585712218,266212,2399437291,255277,943755442,1568451,7892222373,678357,789097666,49468,218790689,60367,303455940,426594,419424753,148632,1568763760,165751,681189826,959762,5801076867,476558,548264216,30009,125189999,42377,221692466,268148,262342760,86915,1054811076,110304,480894266,547385,3872833018,230769,272802421,12604,57574760,21267,114660033,102540,96148619,37489,511979647,50695,199469919,195615,1842641648,87691,104447351,4022,18646356,7862,37393587,29640,29339219,12873,199040032,18487,74715394,58192,720927372,39964,47711428,1378,6576039,3597,15023446,10210,10601991,5281,80155437,9022,33106371,20823,317873891,29650,41406040,2449,11673540,3355,20359776,8300,10018217,7719,90871907,9069,31717054,35171,279225092
104-10,台北市,8712,10243926,3249,6519666,1297,10437060,11233,9566777,8445,30434110,5059,13223571,19751,44379570,142046,127596755,50401,100591778,18548,63320629,182064,125450596,157861,394484951,106021,253771477,408384,896927424,488491,509114599,117802,277919790,57137,215842923,594247,449840007,403928,1222096237,332120,958975974,1412971,3270059057,911776,959539259,164901,429506304,93762,428660666,955324,762839989,508359,1908542293,563228,1643219443,2391363,5810595139,1221294,1197016651,161140,427622040,108567,505377669,987822,862045974,490871,2092080890,653235,1932673060,2903331,7715239830,1214773,1171962545,119024,340448180,100680,468954373,824712,771756004,397998,1919248827,547549,1687750156,2502308,7555247824,1162700,1170534186,103673,325304627,97249,457135593,745162,716923866,331932,1853264279,464632,1560618491,2162115,7537879001,950455,1014744874,78963,294014846,85022,433004741,610968,602745961,241686,1721011096,346220,1330920294,1573931,6661736202,682997,784202713,52897,220726254,64860,370525742,441478,444575796,148474,1383186774,231800,1005357825,968502,4806822869,481780,549428555,32527,148032951,46789,299396690,280317,283113093,92658,1017626784,152908,647306891,560190,3203281440,237316,288068507,13714,62392936,23268,136136668,109449,110621270,41175,504971601,71078,295174798,201648,1378111644,88653,105651385,4219,18394415,8438,41001216,31478,31442306,13766,188166600,25293,105813243,58267,455590916,41547,48895975,1632,8201982,3916,18424377,10928,10847431,5859,82842088,11669,50843347,20812,163540221,30577,43956211,2752,13009602,3678,22873898,8564,10281299,7914,75051741,10959,37478538,35340,283276842
104-11,台北市,8767,9638930,3174,5937342,1286,15112653,12308,10560315,7819,25135208,4940,13978971,20219,30934328,142804,127358253,49085,100482506,20422,65537353,183211,127019347,147920,380499608,102223,234631436,403432,792122187,478852,495658532,113275,270119095,64047,260840264,584075,440316810,372098,1139245722,322704,911697898,1414231,2840690514,896088,930255403,155499,412171818,105319,506277645,933350,744311490,467211,1719804991,540527,1580771633,2429367,5316551422,1207973,1188077512,153746,422803078,121822,599046661,967740,840663075,457675,1954732620,627887,1845231789,2985170,7570166781,1209116,1180011451,114178,341540958,110863,565762728,808598,753844907,368902,1858474539,527443,1659630059,2584936,7697007456,1161956,1183934305,97428,328896735,105269,562360796,732357,704288888,310010,1764693174,460041,1658989457,2238320,7886670878,947252,1017471306,73398,289779283,91786,511523108,599056,585589786,223448,1556865701,344447,1450894907,1632293,6945703436,677212,793766364,48248,213899472,68882,434356820,429859,421634485,138684,1193463171,230745,1053754065,1007498,5215985226,479688,559935224,30318,148711404,49209,325287426,275292,271303302,86818,841430125,154378,715929113,584996,3547382413,239012,289309252,13020,63148005,24646,157472883,108645,106154139,38982,430221032,74147,368182531,213940,1496715124,88173,107116735,4064,21338795,8978,50922245,30953,30731283,12650,157301685,26107,121289631,61901,514856680,41794,51227773,1572,8179300,4128,22879697,10989,11670866,5455,68755473,12345,56543554,23001,183321944,30158,43937173,2695,12667270,3900,25001758,8566,10794079,7505,67080953,11506,47899569,36768,256553699
104-12,台北市,10236,12441825,4377,8813696,1430,13021670,13989,12166265,9163,30962417,5919,13288428,21884,37938953,160967,153419402,61535,126789295,21787,68287352,203691,151212505,157501,375581231,109677,222040759,418113,820803866,532016,573111421,138521,323228186,66117,237250004,629524,509048505,392222,1128741920,328778,749662327,1458481,3063839371,968347,1042194261,193257,490250896,105268,469767646,985128,827962591,490119,1720566331,535466,1278825557,2491567,5858514606,1292024,1318532520,195265,523531106,120163,564496049,1029077,930656208,488533,1963796404,634739,1531397588,3105115,8716655152,1283308,1297227572,148730,435770736,110838,549577000,853575,812066268,396057,1874959745,535323,1374996446,2703511,8830810790,1226617,1296596539,126446,405972205,105447,533219171,772367,746035251,324203,1762988223,452256,1304957930,2355302,9057147465,995335,1120749087,92161,348602072,91847,502140258,628813,614206727,229980,1500443352,324833,1068398053,1717416,7809112248,708820,850786290,59227,254610926,68750,439725682,444607,440925703,138526,1085145453,209145,732266085,1057606,5678135117,500862,604320441,37304,166811264,49369,313922639,284436,278449343,84658,755237772,136024,470235795,614109,3775714580,252291,319445113,16100,74483098,25116,170545000,112613,108343937,38707,371208675,64619,230454677,225405,1643101699,92866,114157090,5029,23256683,8936,48710799,31665,30671651,12194,123658260,22790,81168464,64171,562196119,43195,52234904,1939,9807288,4176,22211594,11110,11771365,5160,51248840,10110,32964171,23403,170644269,31531,46999651,3207,15196798,3677,21428954,8897,11579847,7557,59557173,10536,29574275,38991,275584805
105-01,台北市,8281,13045715,2486,5249299,1215,11458465,13811,11082987,8020,40381631,4586,11681771,19469,35778309,138798,130677341,41537,87198266,17349,53612408,244817,152871312,139749,397652044,88527,181067248,408875,812297182,474234,502043949,100190,237491962,52819,213642537,790301,546128937,353813,1131966712,277857,657388466,1415913,2865718313,865154,938444619,140628,365688706,84711,430249400,1254134,913414117,453994,1744234378,467945,1149102166,2382024,5261082253,1162514,1237306985,143842,392088665,98652,519084350,1353579,1053039053,463205,2147666169,564141,1406783673,2915791,7494439578,1168708,1264955244,111763,332163020,93135,513741513,1147575,942077939,389723,2372252600,482429,1287394430,2517150,7576438556,1143168,1300463186,98543,336290162,90465,503604055,1065033,897963718,331906,2443277389,422329,1246440456,2189879,7861054565,932395,1139547468,73619,299448687,81296,486532570,881245,741769493,230034,1921374049,309234,1013292555,1591056,6901233919,661542,877576269,47705,222787972,61700,389628365,638179,527308472,132022,1238403785,199183,706588665,971986,4937322061,467722,635845649,29926,143815988,44233,307970011,404879,330414464,79194,794433347,129765,464423677,560365,3196246173,240646,331032957,13244,64470856,22839,151679861,161330,132509993,35705,365411191,62223,215730311,209229,1363901164,86475,119198188,4067,21441286,8163,45936431,45876,36772937,11084,134304938,21327,77470739,58902,447023981,41455,59766019,1581,9519475,3923,23310359,15901,12961587,4618,55027835,10003,33427483,21835,175927994,28386,47697355,2525,11455557,3318,22552270,12300,11561830,6997,64159626,9959,29828289,36092,234373476
105-02,台北市,6788,8781401,2466,4993657,1078,5976222,12541,8986413,8801,38058006,4311,10647754,16864,32004899,118679,114790761,35402,77243019,17100,53306980,211065,137062018,159402,443822003,81971,188063403,355860,708729927,414908,436642363,78307,194062535,49357,176815563,679478,475996990,383240,1088475143,245765,657329694,1205805,2367460269,759187,809138186,104109,283682743,78158,322114322,1084450,792090293,472126,1596029359,405457,1055912355,2021388,4257202599,1030253,1082474731,103635,293904016,89468,383802020,1169585,892840436,473932,1873573076,483561,1247634594,2480520,5949615138,1045261,1105777123,84274,250342470,85559,394809287,994415,798007532,413958,2177762793,415041,1119844912,2158551,6140711750,1033133,1131460223,80318,261198546,85253,420879874,923824,750414123,391132,3067357643,363927,1080246418,1872264,6576683949,854341,1003182023,62213,237505542,75686,385602114,773289,642751589,274682,2657947007,271289,883761732,1354211,5727125694,606073,765920382,40086,175216822,56328,310650999,556346,449062305,137255,1287132727,171830,598183911,807938,3658704432,426991,550860511,24681,124407440,39226,222111831,348141,280017664,73359,636311218,110180,388749310,465577,2450492281,219665,315945519,10440,51165918,20230,123082326,137398,112777062,31908,289209491,53096,172035573,175313,950096620,77752,108355024,3128,13845825,7104,41853065,37514,29468772,9632,95841364,17373,57457439,48349,336057869,37216,55849617,1200,6079088,3499,18383847,13053,10311536,3943,41459542,8189,26181310,18300,146636192,25579,45369724,1893,9119626,2993,20876069,10346,9580229,6878,66412742,8252,23815550,30433,179569562
